




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
TROY PCT 020                  1423                          22                            2                             0                             0                             24                            46                            13                            0                             0                             59                            83                            
TROY PCT 021                  1161                          5                             0                             0                             0                             5                             27                            0                             0                             0                             27                            32                            
TROY PCT 022                  690                           6                             0                             0                             0                             6                             13                            0                             0                             0                             13                            19                            
TROY PCT 023                  1181                          17                            0                             0                             0                             17                            34                            0                             0                             0                             34                            51                            
WASHINGTON PCT 001            1202                          8                             1                             0                             0                             9                             8                             9                             0                             0                             17                            26                            
WASHINGTON PCT 002            1348                          8                             0                             0                             0                             8                             24                            2                             0                             0                             26                            34                            
WASHINGTON PCT 003            1206                          10                            2                             0                             0                             12                            15                            4                             0                             0                             19                            31                            
WESLEY PCT 001                1468                          12                            2                             0                             0                             14                            18                            5                             0                             0                             23                            37                            
WHEATLAND PCT 001             1629                          9                             0                             0                             28                            37                            22                            0                             0                             95                            117                           154                           
WHEATLAND PCT 002             1245                          4                             0                             0                             0                             4                             13                            4                             0                             0                             17                            21                            
WHEATLAND PCT 003             1297                          3                             0                             0                             0                             3                             12                            2                             0                             0                             14                            17                            
WHEATLAND PCT 004             1735                          9                             0                             0                             0                             9                             33                            4                             0                             0                             37                            46                            
WHEATLAND PCT 005             1524                          6                             0                             0                             0                             6                             10                            1                             0                             0                             11                            17                            
WHEATLAND PCT 006             1211                          4                             1                             0                             0                             5                             26                            3                             2                             0                             31                            36                            
WHEATLAND PCT 007             1340                          4                             0                             0                             0                             4                             18                            7                             1                             0                             26                            30                            
WHEATLAND PCT 008             1329                          0                             0                             0                             0                             0                             10                            0                             0                             0                             10                            10                            
WHEATLAND PCT 009             1516                          3                             2                             0                             0                             5                             25                            0                             0                             0                             25                            30                            
WHEATLAND PCT 010             1323                          6                             0                             0                             0                             6                             13                            3                             1                             0                             17                            23                            
WHEATLAND PCT 011             1267                          3                             0                             0                             0                             3                             14                            2                             0                             0                             16                            19                            
WHEATLAND PCT 012             1305                          5                             1                             0                             0                             6                             18                            0                             0                             0                             18                            24                            
WHEATLAND PCT 013             1202                          3                             0                             0                             0                             3                             8                             2                             0                             0                             10                            13                            
WHEATLAND PCT 014             1432                          5                             2                             0                             0                             7                             13                            2                             0                             0                             15                            22                            
WHEATLAND PCT 015             1307                          6                             0                             0                             0                             6                             17                            1                             0                             0                             18                            24                            
WHEATLAND PCT 016             1483                          1                             0                             1                             0                             2                             19                            0                             0                             0                             19                            21                            
WHEATLAND PCT 017             1434                          5                             2                             0                             0                             7                             10                            5                             0                             0                             15                            22                            
WHEATLAND PCT 018             1402                          5                             0                             0                             0                             5                             10                            0                             0                             0                             10                            15                            
WHEATLAND PCT 019             1156                          11                            0                             0                             0                             11                            27                            0                             0                             0                             27                            38                            
WHEATLAND PCT 020             1178                          2                             0                             0                             0                             2                             10                            0                             0                             0                             10                            12                            
WHEATLAND PCT 021             1128                          2                             0                             0                             0                             2                             11                            2                             0                             0                             13                            15                            
WHEATLAND PCT 022             1224                          8                             1                             0                             0                             9                             29                            1                             0                             0                             30                            39                            
WHEATLAND PCT 023             1521                          3                             0                             0                             0                             3                             12                            3                             0                             0                             15                            18                            
WHEATLAND PCT 024             1240                          3                             0                             0                             0                             3                             14                            2                             2                             0                             18                            21                            
WHEATLAND PCT 025             1457                          5                             0                             0                             0                             5                             10                            0                             0                             0                             10                            15                            
WHEATLAND PCT 026             1602                          3                             1                             0                             0                             4                             15                            3                             1                             0                             19                            23                            
WHEATLAND PCT 027             1238                          5                             1                             0                             0                             6                             18                            2                             0                             0                             20                            26                            
WHEATLAND PCT 028             1539                          7                             0                             0                             0                             7                             11                            2                             0                             0                             13                            20                            
WHEATLAND PCT 029             1517                          13                            0                             0                             0                             13                            24                            4                             0                             0                             28                            41                            
WHEATLAND PCT 030             1463                          1                             1                             0                             0                             2                             3                             5                             0                             0                             8                             10                            
WILL PCT 001                  1094                          4                             1                             0                             0                             5                             8                             0                             0                             0                             8                             13                            
WILMINGTON PCT 001            1298                          17                            5                             0                             0                             22                            16                            3                             0                             0                             19                            41                            
WILMINGTON PCT 002            1297                          19                            2                             0                             0                             21                            20                            9                             0                             0                             29                            50                            
WILMINGTON PCT 003            1286                          14                            4                             1                             0                             19                            23                            2                             0                             0                             25                            44                            
WILTON PCT 001                594                           12                            0                             0                             0                             12                            11                            2                             0                             0                             13                            25                            
Totals:                       389369                        3423                          456                           28                            28                            3935                          8327                          1362                          70                            95                            9854                          13789                         

                                                                                            ATTORNEY GENERAL (DEM) (Vote For 1)
                                                            Lisa Madigan                                                                                                                                          
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 001             1320                          22                            3                             0                             0                             25                            25                            
CHANNAHON PCT 002             1546                          29                            3                             0                             0                             32                            32                            
CHANNAHON PCT 003             1411                          22                            7                             0                             0                             29                            29                            
CHANNAHON PCT 004             1283                          33                            8                             0                             0                             41                            41                            
CHANNAHON PCT 005             1351                          26                            4                             0                             0                             30                            30                            
CRETE PCT 001                 1302                          76                            8                             1                             0                             85                            85                            
CRETE PCT 002                 1292                          31                            2                             0                             0                             33                            33                            
CRETE PCT 003                 1217                          30                            4                             0                             0                             34                            34                            
CRETE PCT 004                 1246                          59                            3                             2                             0                             64                            64                            
CRETE PCT 005                 1253                          74                            12                            0                             0                             86                            86                            
CRETE PCT 006                 1291                          61                            16                            0                             0                             77                            77                            
CRETE PCT 007                 1196                          86                            8                             0                             0                             94                            94                            
CRETE PCT 008                 1311                          55                            5                             0                             0                             60                            60                            
CRETE PCT 009                 1185                          29                            2                             0                             0                             31                            31                            
CRETE PCT 010                 987                           33                            3                             0                             0                             36                            36                            
CRETE PCT 011                 1127                          23                            5                             0                             0                             28                            28                            
CRETE PCT 012                 1033                          38                            5                             0                             0                             43                            43                            
CUSTER PCT 001                984                           22                            0                             0                             0                             22                            22                            
DU PAGE PCT 001               1486                          35                            3                             2                             0                             40                            40                            
DU PAGE PCT 002               1398                          18                            6                             0                             0                             24                            24                            
DU PAGE PCT 003               1462                          26                            3                             0                             0                             29                            29                            
DU PAGE PCT 004               1142                          13                            3                             0                             0                             16                            16                            
DU PAGE PCT 005               1146                          42                            5                             0                             0                             47                            47                            
DU PAGE PCT 006               1129                          49                            7                             0                             0                             56                            56                            
DU PAGE PCT 007               1284                          17                            1                             0                             0                             18                            18                            
DU PAGE PCT 008               1296                          47                            2                             0                             0                             49                            49                            
DU PAGE PCT 009               1016                          33                            1                             0                             0                             34                            34                            
DU PAGE PCT 010               1373                          45                            3                             0                             0                             48                            48                            
DU PAGE PCT 011               1287                          40                            4                             0                             0                             44                            44                            
DU PAGE PCT 012               1235                          51                            11                            0                             0                             62                            62                            
DU PAGE PCT 013               1458                          57                            19                            2                             0                             78                            78                            
DU PAGE PCT 014               1316                          34                            4                             0                             0                             38                            38                            
DU PAGE PCT 015               1180                          54                            1                             0                             0                             55                            55                            
DU PAGE PCT 016               1316                          44                            6                             0                             0                             50                            50                            
DU PAGE PCT 017               1421                          30                            4                             0                             0                             34                            34                            
DU PAGE PCT 018               1323                          35                            4                             0                             0                             39                            39                            
DU PAGE PCT 019               1392                          36                            2                             0                             0                             38                            38                            
DU PAGE PCT 020               1253                          38                            6                             0                             0                             44                            44                            
DU PAGE PCT 021               1430                          31                            1                             0                             0                             32                            32                            
DU PAGE PCT 022               1422                          31                            4                             0                             0                             35                            35                            
DU PAGE PCT 023               1249                          22                            3                             0                             0                             25                            25                            
DU PAGE PCT 024               1014                          31                            3                             0                             0                             34                            34                            
DU PAGE PCT 025               1234                          29                            4                             0                             0                             33                            33                            
DU PAGE PCT 026               1195                          28                            1                             1                             0                             30                            30                            
DU PAGE PCT 027               1477                          44                            7                             0                             0                             51                            51                            
DU PAGE PCT 028               1436                          52                            9                             0                             0                             61                            61                            
DU PAGE PCT 029               1275                          18                            2                             0                             0                             20                            20                            
DU PAGE PCT 030               1208                          45                            7                             0                             0                             52                            52                            
DU PAGE PCT 031               1122                          24                            3                             0                             0                             27                            27                            
DU PAGE PCT 032               1549                          46                            2                             0                             0                             48                            48                            
DU PAGE PCT 033               1384                          33                            5                             0                             0                             38                            38                            
DU PAGE PCT 034               985                           38                            11                            1                             0                             50                            50                            
DU PAGE PCT 035               912                           13                            1                             0                             0                             14                            14                            
DU PAGE PCT 036               1597                          42                            7                             2                             0                             51                            51                            
DU PAGE PCT 037               1337                          28                            3                             0                             0                             31                            31                            
FLORENCE PCT 001              594                           10                            1                             0                             0                             11                            11                            
FRANKFORT PCT 001             1298                          24                            1                             0                             0                             25                            25                            
FRANKFORT PCT 002             1352                          22                            14                            1                             0                             37                            37                            
FRANKFORT PCT 003             1367                          27                            2                             0                             0                             29                            29                            
FRANKFORT PCT 004             1245                          10                            2                             0                             0                             12                            12                            
FRANKFORT PCT 005             1229                          28                            4                             0                             0                             32                            32                            
FRANKFORT PCT 006             1167                          17                            0                             0                             0                             17                            17                            
FRANKFORT PCT 007             1250                          20                            8                             0                             0                             28                            28                            
FRANKFORT PCT 008             1350                          20                            2                             1                             0                             23                            23                            
FRANKFORT PCT 009             1292                          33                            3                             0                             0                             36                            36                            
FRANKFORT PCT 010             1246                          28                            4                             1                             0                             33                            33                            
FRANKFORT PCT 011             1197                          12                            4                             0                             0                             16                            16                            
FRANKFORT PCT 012             1215                          21                            1                             0                             0                             22                            22                            
FRANKFORT PCT 013             1135                          13                            6                             0                             0                             19                            19                            
FRANKFORT PCT 014             1310                          25                            3                             0                             0                             28                            28                            
FRANKFORT PCT 015             1290                          22                            1                             0                             0                             23                            23                            
FRANKFORT PCT 016             1326                          30                            3                             0                             0                             33                            33                            
FRANKFORT PCT 017             1602                          13                            0                             0                             0                             13                            13                            
FRANKFORT PCT 018             1244                          19                            3                             0                             0                             22                            22                            
FRANKFORT PCT 019             1288                          19                            7                             0                             0                             26                            26                            
FRANKFORT PCT 020             1391                          27                            1                             0                             0                             28                            28                            
FRANKFORT PCT 021             1178                          23                            12                            0                             0                             35                            35                            
FRANKFORT PCT 022             1254                          23                            21                            0                             0                             44                            44                            
FRANKFORT PCT 023             1246                          23                            4                             0                             0                             27                            27                            
FRANKFORT PCT 024             1181                          34                            11                            0                             0                             45                            45                            
FRANKFORT PCT 025             1205                          24                            5                             3                             0                             32                            32                            
FRANKFORT PCT 026             1275                          17                            1                             0                             0                             18                            18                            
FRANKFORT PCT 027             1071                          19                            0                             0                             0                             19                            19                            
FRANKFORT PCT 028             1337                          32                            8                             0                             0                             40                            40                            
FRANKFORT PCT 029             1471                          16                            4                             0                             0                             20                            20                            
GREEN GARDEN PCT 001          1260                          12                            3                             0                             0                             15                            15                            
GREEN GARDEN PCT 002          1267                          10                            4                             0                             0                             14                            14                            
HOMER PCT 001                 1271                          27                            1                             0                             0                             28                            28                            
HOMER PCT 002                 1463                          22                            5                             0                             0                             27                            27                            
HOMER PCT 003                 1265                          23                            7                             0                             0                             30                            30                            
HOMER PCT 004                 1405                          18                            1                             0                             0                             19                            19                            
HOMER PCT 005                 1148                          13                            2                             0                             0                             15                            15                            
HOMER PCT 006                 1249                          18                            2                             0                             0                             20                            20                            
HOMER PCT 007                 1336                          26                            1                             0                             0                             27                            27                            
HOMER PCT 008                 1241                          17                            2                             0                             0                             19                            19                            
HOMER PCT 009                 1137                          20                            2                             0                             0                             22                            22                            
HOMER PCT 010                 1397                          37                            2                             0                             0                             39                            39                            
HOMER PCT 011                 1396                          14                            2                             0                             0                             16                            16                            
HOMER PCT 012                 1458                          23                            4                             0                             0                             27                            27                            
HOMER PCT 013                 1225                          20                            1                             0                             0                             21                            21                            
HOMER PCT 014                 1923                          20                            1                             0                             0                             21                            21                            
HOMER PCT 015                 1614                          59                            5                             0                             0                             64                            64                            
HOMER PCT 016                 1173                          22                            1                             0                             0                             23                            23                            
HOMER PCT 017                 1408                          8                             4                             0                             0                             12                            12                            
HOMER PCT 018                 1553                          20                            5                             0                             0                             25                            25                            
JACKSON PCT 001               1433                          53                            6                             2                             0                             61                            61                            
JACKSON PCT 002               1369                          65                            9                             0                             0                             74                            74                            
JOLIET PCT 001                1364                          81                            12                            0                             0                             93                            93                            
JOLIET PCT 002                998                           58                            29                            2                             0                             89                            89                            
JOLIET PCT 003                866                           40                            5                             1                             0                             46                            46                            
JOLIET PCT 004                1213                          46                            9                             2                             0                             57                            57                            
JOLIET PCT 005                1292                          70                            19                            1                             0                             90                            90                            
JOLIET PCT 006                1304                          95                            2                             0                             0                             97                            97                            
